label,corr_thresh,vol_thresh,base_bil,guard_bil,mode,sharpe,ann_return,vol,mdd,calmar,triple,months_guard_active,pct_guard_active,source,guard_active_months,mod_section,mod_dd0,mod_dd3,mod_low,mod_high,mod_bull_mult,mod_crisis_mult,mod_base_target_vol,mod_bull_scale,mod_hard_sl_thresh,mod_soft_sl_thresh,guard_active,mod_stop_soft_sl_thresh,mod_stop_hard_sl_thresh,mod_s7_dd0,mod_s7_dd3,mod_s1_base_target_vol,mod_srb_bull_mult,mod_s3_high,mod_s1_bull_scale,mod_mix_base_mix,mod,score
CG_corr-0.20_vol0.20_base0.10_guard0.25_corr_only,-0.2,0.2,0.1,0.25,corr_only,0.9055268616724526,0.081798986192216,0.0903330311385113,-0.1041089531964882,0.7857055870865799,False,66.0,0.5789473684210527,correlation_guard_search_full,,,,,,,,,,,,,,,,,,,,,,,,3.2952808436561645
CG_corr-0.20_vol0.20_base0.10_guard0.30_either,-0.2,0.2,0.1,0.3,either,0.9606366183075342,0.0830352258742771,0.0864377062999847,-0.0969294040176594,0.8566567257459776,False,69.0,0.6052631578947368,correlation_guard_search_full,,,,,,,,,,,,,,,,,,,,,,,,3.3425721128928667
CG_corr-0.20_vol0.20_base0.10_guard0.30_corr_only,-0.2,0.2,0.1,0.3,corr_only,0.9747614955943182,0.0851259833744559,0.0873300635685799,-0.0969294040176594,0.8782266252142327,False,66.0,0.5789473684210527,correlation_guard_search_full,,,,,,,,,,,,,,,,,,,,,,,,3.3544943363081168
CG_corr-0.20_vol0.20_base0.10_guard0.35_either,-0.2,0.2,0.1,0.35,either,0.9801440308741548,0.0819943829058151,0.0836554427951648,-0.0938301516304406,0.8738596440593874,False,69.0,0.6052631578947368,correlation_guard_search_full,,,,,,,,,,,,,,,,,,,,,,,,3.356550306175785
CG_corr-0.20_vol0.20_base0.10_guard0.35_corr_only,-0.2,0.2,0.1,0.35,corr_only,0.9991877791761752,0.0846929779331986,0.0847618232511085,-0.0938301516304407,0.9026200689387164,False,66.0,0.5789473684210527,correlation_guard_search_full,,,,,,,,,,,,,,,,,,,,,,,,3.3722635905787435
CG_corr-0.20_vol0.20_base0.10_guard0.40_either,-0.2,0.2,0.1,0.4,either,1.0162371565640145,0.0821743163720054,0.0808613578447022,-0.0944708301908126,0.8698379828570296,False,69.0,0.6052631578947368,correlation_guard_search_full,,,,,,,,,,,,,,,,,,,,,,,,3.3696053211691845
CG_corr-0.20_vol0.20_base0.10_guard0.40_corr_only,-0.2,0.2,0.1,0.4,corr_only,1.0405158315633634,0.0855047428423766,0.0821753405845893,-0.0944708301908126,0.9050914728882312,False,66.0,0.5789473684210527,correlation_guard_search_full,,,,,,,,,,,,,,,,,,,,,,,,3.3893080705800376
CG_corr-0.15_vol0.16_base0.05_guard0.25_either,-0.15,0.16,0.05,0.25,either,0.9029031354716356,0.0818499800395688,0.0906520055407872,-0.1036346700584473,0.789793415595452,False,61.0,0.5350877192982456,correlation_guard_search_full,,,,,,,,,,,,,,,,,,,,,,,,3.295807184132019
CG_corr-0.15_vol0.16_base0.05_guard0.25_corr_only,-0.15,0.16,0.05,0.25,corr_only,0.8975336306296552,0.0831141012706275,0.0926027710096163,-0.1198916018391062,0.6932437301335428,False,53.0,0.4649122807017544,correlation_guard_search_full,,,,,,,,,,,,,,,,,,,,,,,,3.248680950546426
CG_corr-0.15_vol0.16_base0.05_guard0.30_either,-0.15,0.16,0.05,0.3,either,0.9550709029546716,0.0835283547098583,0.0874577525620866,-0.0997925582532545,0.837019875749445,False,61.0,0.5350877192982456,correlation_guard_search_full,,,,,,,,,,,,,,,,,,,,,,,,3.3332357505516796
CG_corr-0.15_vol0.16_base0.05_guard0.30_corr_only,-0.15,0.16,0.05,0.3,corr_only,0.9582138687559132,0.0866118092060675,0.090388807791437,-0.1143475433842217,0.7574435500992028,False,53.0,0.4649122807017544,correlation_guard_search_full,,,,,,,,,,,,,,,,,,,,,,,,3.3000783449679023
CG_corr-0.15_vol0.16_base0.05_guard0.35_either,-0.15,0.16,0.05,0.35,either,0.9728073813956254,0.0824022928758735,0.0847056616261033,-0.0997925582532547,0.8257358496287066,False,61.0,0.5350877192982456,correlation_guard_search_full,,,,,,,,,,,,,,,,,,,,,,,,3.3369521564261064
CG_corr-0.15_vol0.16_base0.05_guard0.35_corr_only,-0.15,0.16,0.05,0.35,corr_only,0.9796919206892212,0.0865281877949123,0.0883218346171917,-0.1128025439132304,0.7670765639954997,False,53.0,0.4649122807017544,correlation_guard_search_full,,,,,,,,,,,,,,,,,,,,,,,,3.313053699920734
CG_corr-0.15_vol0.16_base0.05_guard0.40_either,-0.15,0.16,0.05,0.4,either,1.0039335698151362,0.0823824084571787,0.0820596212081529,-0.0997925582532546,0.8255365920984593,False,61.0,0.5350877192982456,correlation_guard_search_full,,,,,,,,,,,,,,,,,,,,,,,,3.349342978537827
CG_corr-0.15_vol0.16_base0.05_guard0.40_corr_only,-0.15,0.16,0.05,0.4,corr_only,1.0206765936054476,0.087994833711705,0.0862122578914749,-0.1057998981289973,0.8317100041477984,False,53.0,0.4649122807017544,correlation_guard_search_full,,,,,,,,,,,,,,,,,,,,,,,,3.354855444190302
CG_corr-0.15_vol0.16_base0.08_guard0.25_either,-0.15,0.16,0.08,0.25,either,0.8899208128610193,0.0801287269726809,0.0900402887702715,-0.1037865012127708,0.7720534562429315,False,61.0,0.5350877192982456,correlation_guard_search_full,,,,,,,,,,,,,,,,,,,,,,,,3.284995002424138
CG_corr-0.15_vol0.16_base0.08_guard0.25_corr_only,-0.15,0.16,0.08,0.25,corr_only,0.8828772618184656,0.0808292996334509,0.0915521365528958,-0.1184490578537627,0.6823971511300901,False,53.0,0.4649122807017544,correlation_guard_search_full,,,,,,,,,,,,,,,,,,,,,,,,3.2402916300664506
CG_corr-0.15_vol0.16_base0.08_guard0.30_either,-0.15,0.16,0.08,0.3,either,0.942266753081741,0.0818256031889611,0.0868391067830266,-0.0966345214786101,0.846753333456234,False,61.0,0.5350877192982456,correlation_guard_search_full,,,,,,,,,,,,,,,,,,,,,,,,3.3324799463637493
